SALESORDERID,SALESORDERITEM,PRODUCTID,QUANTITY,QUANTITYUNIT
200002648,30,MZ-FG-C20,7,EA
200002648,40,MZ-FG-C21,2,EA
200002649,10,MZ-FG-E103,2,EA
200002649,20,MZ-FG-E103,5,EA
200002649,30,MZ-FG-M550,8,EA
200002649,40,MZ-FG-C900,8,EA
200002649,50,M-01,2,EA
200002649,60,MZ-TG-A20,6,EA
200002650,10,MZ-TG-SR01,2,EA
200002650,20,MZ-FG-E17,10,EA
200002650,30,MZ-FG-P010,8,EA
200002650,40,FG226,5,EA
200002650,50,MZ-FG-C20,3,EA
200002650,60,MZ-FG-C20,1,EA
200002651,10,MZ-FG-C950,1,EA
200002651,20,MZ-TG-A25,1,EA
200002651,30,MZ-FG-C20,6,EA
200002651,40,MZ-TG-Y200,7,EA
200002651,50,MZ-TG-Y240,10,EA
200002651,60,MZ-FG-C20,10,EA
200002652,10,MZ-FG-M550,7,EA
200002652,20,MZ-TG-Y120,1,EA
200002652,30,MZ-FG-C20,1,EA
200002652,40,MZ-FG-E101,6,EA
200002653,10,MZ-TG-E202,8,EA
200002653,20,MZ-FG-E15,9,EA
200002653,30,MZ-FG-E17,8,EA
200002653,40,MZ-FG-M550,9,EA
200002653,50,MZ-FG-C990,7,EA
200002653,60,MZ-TG-Y240,3,EA
200002654,10,MZ-FG-E102,9,EA
200002654,20,MZ-FG-M500,3,EA
200002654,30,MZ-FG-R200,5,EA
200002654,40,M-01,6,EA
200002654,50,M-01,5,EA
200002654,60,MZ-TG-Y120,10,EA
200002655,10,MZ-FG-R300,6,EA
200002656,10,MZ-FG-R200,8,EA
200002656,20,MZ-FG-E102,9,EA
200002657,10,M-01,1,EA
200002657,20,MZ-TG-A27,10,EA
200002657,30,MZ-FG-C900,10,EA
200002658,10,MZ-FG-E103,7,EA
200002658,20,MZ-TG-Y240,9,EA
200002658,30,MZ-TG-A20,1,EA
200002658,40,MZ-TG-Y200,1,EA
200002658,50,MZ-FG-P010,10,EA
200002659,10,MZ-FG-M500,6,EA
200002660,10,MZ-FG-C990,6,EA
200002660,20,MZ-TG-SR01,7,EA
200002660,30,MZ-FG-C10,6,EA
200002660,40,M-01,4,EA
200002660,50,MZ-TG-Y120,9,EA
200002661,10,MZ-FG-E101,4,EA
200002661,20,MZ-TG-Y240,9,EA
200002661,30,MZ-FG-C990,7,EA
200002661,40,MZ-FG-M550,10,EA
200002661,50,MZ-FG-C990,7,EA
200002662,10,MZ-TG-A25,1,EA
200002662,20,MZ-FG-C20,2,EA
200002663,10,MZ-FG-M500,8,EA
200002663,20,MZ-FG-M500,8,EA
200002663,30,TG11,7,EA
200002664,10,MZ-FG-C900,9,EA
200002664,20,MZ-FG-E16,2,EA
200002664,30,MZ-FG-R200,10,EA
200002664,40,MZ-TG-A25,2,EA
200002664,50,MZ-FG-C10,5,EA
200002664,60,MZ-TG-Y240,10,EA
200002665,10,MZ-TG-Y200,9,EA
200002665,20,MZ-FG-M525,8,EA
200002665,30,MZ-FG-C10,10,EA
200002665,40,MZ-FG-M550,7,EA
200002665,50,MZ-FG-M525,3,EA
200002666,10,MZ-TG-SR01,6,EA
200002666,20,MZ-TG-E202,4,EA
200002666,30,MZ-TG-A20,7,EA
200002666,40,MZ-FG-C10,7,EA
200002666,50,MZ-FG-C990,9,EA
200002667,10,MZ-FG-C950,7,EA
200002667,20,MZ-FG-C21,3,EA
200002667,30,MZ-FG-C20,6,EA
200002667,40,MZ-FG-M500,10,EA
200002668,10,MZ-FG-C10,3,EA
200002668,20,FG226,7,EA
200002669,10,MZ-TG-SR01,6,EA
200002669,20,MZ-TG-Y120,3,EA
200002669,30,MZ-FG-C21,9,EA
200002670,10,MZ-TG-A20,9,EA
200002670,20,MZ-FG-E15,8,EA
200002671,10,MZ-FG-E15,10,EA
200002671,20,MZ-FG-E102,9,EA
200002672,10,MZ-TG-A20,9,EA
200002672,20,MZ-TG-Y120,7,EA
200002672,30,MZ-FG-C20,4,EA
200002672,40,TG11,7,EA
200002673,10,CM-FL-V00,7,EA
200002673,20,MZ-FG-C950,1,EA
200002673,30,MZ-TG-A25,5,EA
200002674,10,MZ-FG-E108,2,EA
200002674,20,MZ-FG-E16,10,EA
200002674,30,MZ-FG-C20,2,EA
200002674,40,MZ-FG-E101,9,EA
200002675,10,MZ-TG-SR01,4,EA
200002675,20,MZ-FG-M500,10,EA
200002675,30,MZ-FG-P010,10,EA
200002675,40,TG11,1,EA
200002675,50,MZ-FG-E16,8,EA
200002675,60,MZ-FG-C21,7,EA
200002676,10,MZ-FG-C900,3,EA
200002676,20,MZ-FG-M550,9,EA
200002676,30,MZ-FG-C20,6,EA
200002676,40,MZ-TG-A26,5,EA
200002677,10,MZ-FG-E108,3,EA
200002677,20,MZ-FG-E108,3,EA
200002678,10,MZ-FG-E102,7,EA
200002678,20,MZ-TG-A20,9,EA
200002678,30,MZ-TG-A20,8,EA
200002678,40,MZ-FG-C990,10,EA
200002678,50,MZ-TG-SR01,5,EA
200002679,10,MZ-TG-E202,7,EA
200002679,20,MZ-TG-SR01,8,EA
200002679,30,MZ-TG-Y240,2,EA
200002679,40,MZ-FG-E16,1,EA
200002679,50,MZ-FG-P010,4,EA
200002679,60,MZ-FG-C990,7,EA
200002680,10,MZ-FG-M525,1,EA
200002680,20,FG226,9,EA
200002680,30,MZ-FG-E15,10,EA
200002681,10,MZ-FG-E103,7,EA
200002682,10,M-01,9,EA
200002682,20,MZ-TG-A27,9,EA
200002682,30,MZ-FG-E103,10,EA
200002683,10,MZ-TG-Y120,4,EA
200002683,20,MZ-FG-E16,1,EA
200002683,30,MZ-TG-A20,3,EA
200002683,40,MZ-FG-C950,2,EA
200002684,10,MZ-TG-Y240,4,EA
200002684,20,MZ-FG-C20,4,EA
200002684,30,MZ-FG-R200,1,EA
200002684,40,MZ-FG-E17,1,EA
200002684,50,MZ-FG-E108,4,EA
200002684,60,MZ-FG-E108,8,EA
200002685,10,MZ-FG-C10,5,EA
200002685,20,MZ-TG-Y240,6,EA
200002685,30,MZ-FG-E15,7,EA
200002686,10,MZ-FG-E102,6,EA
200002686,20,MZ-TG-E202,6,EA
200002686,30,MZ-FG-E103,3,EA
200002687,10,MZ-FG-C990,10,EA
200002687,20,MZ-FG-E102,1,EA
200002688,10,MZ-FG-M525,10,EA
200002688,20,M1,5,EA
200002688,30,MZ-FG-R200,3,EA
200002688,40,MZ-FG-C950,9,EA
200002688,50,MZ-TG-A25,9,EA
200002688,60,MZ-TG-Y200,10,EA
200002689,10,MZ-TG-Y120,4,EA
200002689,20,MZ-TG-Y200,2,EA
200002689,30,MZ-TG-A20,5,EA
200002689,40,MZ-TG-E202,3,EA
200002690,10,MZ-TG-Y240,1,EA
200002690,20,MZ-TG-A25,6,EA
200002690,30,MZ-FG-P010,5,EA
200002690,40,MZ-FG-E16,7,EA
200002690,50,M-01,2,EA
200002690,60,MZ-FG-C10,8,EA
200002691,10,CM-FL-V00,5,EA
200002691,20,FG226,5,EA
200002691,30,MZ-FG-R300,9,EA
200002691,40,MZ-TG-A25,7,EA
200002691,50,MZ-FG-C20,7,EA
200002692,10,MZ-FG-C950,3,EA
200002692,20,MZ-FG-R200,8,EA
200002692,30,MZ-FG-E103,5,EA
200002693,10,MZ-TG-E202,2,EA
200002694,10,M-01,3,EA
200002694,20,MZ-TG-E202,6,EA
200002695,10,MZ-TG-Y120,10,EA
200002696,10,M-01,7,EA
200002696,20,CM-FL-V00,8,EA
200002697,10,CM-FL-V00,1,EA
200002697,20,MZ-TG-SR01,6,EA
200002697,30,MZ-FG-R200,7,EA
200002697,40,MZ-FG-C21,7,EA
200002697,50,MZ-TG-Y120,1,EA
200002698,10,MZ-FG-C900,6,EA
200002698,20,MZ-TG-A25,2,EA
200002698,30,MZ-FG-C20,6,EA
200002698,40,MZ-TG-A27,6,EA
200002699,10,MZ-FG-C990,3,EA
200002699,20,MZ-FG-C10,7,EA
200002699,30,MZ-FG-E15,9,EA
200002699,40,MZ-TG-E202,1,EA
200002699,50,MZ-FG-M550,5,EA
200002699,60,MZ-TG-Y120,8,EA
200002700,10,MZ-FG-E16,1,EA
200002701,10,MZ-FG-R200,8,EA
200002701,20,MZ-FG-C20,8,EA
200002701,30,MZ-FG-M550,8,EA
200002701,40,MZ-FG-E103,10,EA
200002701,50,MZ-TG-SR01,6,EA
200002702,10,MZ-TG-A25,5,EA
200002702,20,TG11,10,EA
200002702,30,MZ-FG-R200,10,EA
200002702,40,MZ-FG-R300,9,EA
200002702,50,MZ-FG-R300,10,EA
200002702,60,MZ-TG-A25,4,EA
200002703,10,MZ-FG-C950,3,EA
200002703,20,MZ-FG-E103,10,EA
200002703,30,MZ-FG-E103,10,EA
200002704,10,M-01,2,EA
200002705,10,MZ-FG-E15,4,EA
200002705,20,FG226,1,EA
200002705,30,MZ-FG-P010,5,EA
200002705,40,MZ-TG-E202,7,EA
200002705,50,MZ-FG-R200,3,EA
200002705,60,MZ-TG-A20,8,EA
200002706,10,TG11,4,EA
200002706,20,MZ-FG-R200,10,EA
200002707,10,MZ-TG-SR01,1,EA
200002707,20,M1,3,EA
200002708,10,MZ-FG-C990,4,EA
200002709,10,MZ-FG-C950,10,EA
200002709,20,MZ-TG-Y120,6,EA
200002709,30,MZ-FG-M550,5,EA
200002709,40,MZ-FG-E17,4,EA
200002709,50,MZ-TG-Y240,6,EA
200002710,10,MZ-FG-C950,8,EA
200002710,20,MZ-FG-E16,8,EA
200002710,30,MZ-FG-P010,2,EA
200002710,40,MZ-TG-A20,8,EA
200002710,50,MZ-FG-E16,4,EA
200002710,60,MZ-TG-A25,10,EA
200002711,10,TG11,2,EA
200002711,20,MZ-FG-E16,5,EA
200002711,30,MZ-TG-Y240,5,EA
200002711,40,MZ-FG-E15,8,EA
200002711,50,TG11,9,EA
200002712,10,MZ-FG-M500,4,EA
200002712,20,MZ-TG-Y200,10,EA
200002712,30,MZ-FG-C20,10,EA
200002712,40,MZ-TG-E202,2,EA
200002713,10,MZ-TG-A25,9,EA
200002713,20,MZ-FG-E108,6,EA
200002713,30,CM-FL-V00,6,EA
200002713,40,FG226,10,EA
200002714,10,MZ-TG-A27,9,EA
200002714,20,MZ-TG-A27,3,EA
200002714,30,MZ-FG-R200,6,EA
200002714,40,MZ-FG-C900,3,EA
200002714,50,MZ-FG-R300,2,EA
200002714,60,MZ-TG-A25,10,EA
200002715,10,MZ-TG-SR01,3,EA
200002715,20,MZ-FG-C20,1,EA
200002716,10,MZ-FG-E101,3,EA
200002716,20,MZ-FG-C950,8,EA
200002716,30,MZ-FG-E103,8,EA
200002717,10,MZ-FG-R100,9,EA
200002718,10,MZ-FG-R200,5,EA
200002718,20,MZ-TG-A20,3,EA
200002718,30,MZ-FG-E103,1,EA
200002719,10,MZ-TG-A26,2,EA
200002720,10,MZ-FG-C950,9,EA
200002720,20,MZ-TG-SR01,1,EA
200002720,30,MZ-FG-E15,9,EA
200002721,10,MZ-FG-C21,5,EA
200002722,10,MZ-FG-P010,8,EA
200002722,20,MZ-FG-R200,2,EA
200002722,30,MZ-TG-A20,8,EA
200002722,40,MZ-FG-C990,2,EA
200002722,50,MZ-FG-C10,8,EA
200002723,10,MZ-FG-R300,10,EA
200002723,20,MZ-FG-E108,9,EA
200002723,30,MZ-TG-Y200,7,EA
200002724,10,FG226,6,EA
200002724,20,TG11,4,EA
200002724,30,MZ-FG-C20,10,EA
200002724,40,MZ-FG-E101,8,EA
200002725,10,MZ-FG-C20,3,EA
200002725,20,M-01,4,EA
200002726,10,MZ-FG-R100,9,EA
200002726,20,MZ-FG-E17,7,EA
200002726,30,MZ-TG-A20,3,EA
200002726,40,MZ-TG-A20,2,EA
200002726,50,TG11,1,EA
200002727,10,MZ-TG-Y200,4,EA
200002727,20,CM-FL-V00,7,EA
200002727,30,MZ-FG-P010,10,EA
200002727,40,MZ-FG-C990,8,EA
200002727,50,MZ-FG-P010,1,EA
200002728,10,MZ-FG-R200,2,EA
200002728,20,CM-FL-V00,2,EA
200002728,30,MZ-FG-C20,3,EA
200002728,40,MZ-FG-C950,2,EA
200002729,10,MZ-FG-R300,10,EA
200002729,20,MZ-TG-SR01,7,EA
200002729,30,MZ-FG-E101,5,EA
200002730,10,MZ-TG-E202,1,EA
200002730,20,MZ-FG-C10,5,EA
200002730,30,MZ-FG-P010,3,EA
200002730,40,M-01,3,EA
200002730,50,MZ-FG-M525,9,EA
200002730,60,M1,2,EA
200002731,10,MZ-FG-R300,2,EA
200002731,20,MZ-TG-E202,8,EA
200002731,30,M-01,8,EA
200002731,40,MZ-FG-M550,7,EA
200002731,50,MZ-FG-C950,2,EA
200002732,10,MZ-FG-R200,5,EA
200002732,20,MZ-FG-E103,7,EA
200002732,30,MZ-FG-R200,5,EA
200002732,40,MZ-TG-SR01,5,EA
200002732,50,MZ-FG-C900,10,EA
200002732,60,MZ-FG-R100,2,EA
200002733,10,MZ-TG-Y200,6,EA
200002733,20,MZ-FG-C990,3,EA
200002733,30,MZ-FG-E15,10,EA
200002733,40,MZ-FG-E102,3,EA
200002733,50,MZ-TG-Y200,10,EA
200002734,10,MZ-FG-E17,8,EA
200002734,20,MZ-TG-A25,7,EA
200002734,30,MZ-FG-R200,2,EA
200002734,40,MZ-FG-E108,2,EA
200002734,50,MZ-FG-E108,3,EA
200002734,60,MZ-FG-C900,3,EA
200002735,10,MZ-FG-R200,7,EA
200002735,20,MZ-FG-E101,1,EA
200002735,30,MZ-FG-P010,8,EA
200002735,40,MZ-FG-E102,9,EA
200002735,50,MZ-FG-M500,8,EA
200002735,60,MZ-TG-E202,10,EA
200002736,10,MZ-FG-R300,8,EA
200002737,10,MZ-TG-Y240,8,EA
200002737,20,MZ-TG-SR01,5,EA
200002738,10,MZ-TG-A27,3,EA
200002738,20,FG226,7,EA
200002739,10,M1,7,EA
200002739,20,MZ-FG-C21,2,EA
200002739,30,MZ-FG-C950,6,EA
200002740,10,MZ-FG-E17,5,EA
200002740,20,MZ-FG-C10,5,EA
200002740,30,MZ-FG-P010,7,EA
200002740,40,TG11,8,EA
200002740,50,MZ-FG-E102,10,EA
200002740,60,MZ-FG-E17,10,EA
200002741,10,MZ-FG-M525,7,EA
200002741,20,MZ-FG-C21,6,EA
200002741,30,MZ-FG-C990,5,EA
200002742,10,MZ-FG-C990,9,EA
200002742,20,MZ-FG-C20,1,EA
200002742,30,MZ-TG-A20,10,EA
200002742,40,MZ-FG-E15,4,EA
200002742,50,MZ-TG-A26,4,EA
200002743,10,MZ-FG-E101,2,EA
200002743,20,MZ-TG-Y240,3,EA
200002743,30,MZ-FG-E108,5,EA
200002743,40,MZ-FG-R100,9,EA
200002743,50,MZ-TG-SR01,9,EA
200002744,10,MZ-FG-P010,3,EA
200002744,20,MZ-TG-Y200,5,EA
200002744,30,MZ-FG-R200,4,EA
200002744,40,MZ-TG-E202,4,EA
200002744,50,MZ-FG-R200,8,EA
200002744,60,MZ-FG-E16,2,EA
200002745,10,FG226,4,EA
200002745,20,MZ-FG-E17,2,EA
200002746,10,MZ-TG-Y120,8,EA
200002746,20,MZ-FG-C20,1,EA
200002747,10,MZ-TG-Y120,2,EA
200002747,20,MZ-FG-C21,9,EA
200002748,10,CM-FL-V00,2,EA
200002748,20,MZ-FG-E16,1,EA
200002748,30,MZ-FG-C20,5,EA
200002748,40,MZ-TG-Y200,2,EA
200002749,10,CM-FL-V00,4,EA
200002749,20,MZ-FG-R300,7,EA
200002749,30,MZ-FG-R300,5,EA
200002749,40,MZ-FG-E15,6,EA
200002749,50,MZ-FG-C21,4,EA
200002749,60,MZ-TG-E202,7,EA
200002750,10,MZ-FG-C20,10,EA
200002750,20,FG226,7,EA
200002750,30,MZ-FG-E15,6,EA
200002751,10,MZ-TG-Y240,9,EA
200002751,20,M1,8,EA
200002751,30,MZ-FG-E15,4,EA
200002751,40,MZ-TG-SR01,4,EA
200002752,10,MZ-TG-SR01,2,EA
200002752,20,MZ-FG-R200,1,EA
200002752,30,MZ-FG-C20,2,EA
200002752,40,MZ-FG-C900,9,EA
200002753,10,MZ-FG-P010,2,EA
200002753,20,MZ-FG-E108,6,EA
200002753,30,MZ-FG-P010,5,EA
200002754,10,MZ-FG-C990,10,EA
200002754,20,MZ-FG-R100,7,EA
200002755,10,M1,10,EA
200002755,20,FG226,4,EA
200002755,30,MZ-FG-C10,5,EA
200002755,40,MZ-FG-E15,8,EA
200002755,50,MZ-FG-C21,4,EA
200002756,10,MZ-TG-A27,6,EA
200002757,10,MZ-FG-P010,5,EA
200002757,20,MZ-FG-E103,5,EA
200002758,10,MZ-TG-A27,8,EA
200002758,20,MZ-FG-E102,4,EA
200002758,30,MZ-TG-A20,7,EA
200002758,40,FG226,1,EA
200002758,50,MZ-FG-E102,9,EA
200002759,10,MZ-FG-C20,8,EA
200002760,10,MZ-TG-E202,9,EA
200002760,20,MZ-TG-SR01,10,EA
200002761,10,MZ-TG-Y240,5,EA
200002761,20,MZ-FG-P010,9,EA
200002761,30,MZ-TG-Y200,5,EA
200002761,40,FG226,6,EA
200002761,50,M-01,5,EA
200002761,60,MZ-TG-A20,7,EA
200002762,10,MZ-FG-M525,3,EA
200002762,20,MZ-TG-Y120,8,EA
200002763,10,MZ-FG-C900,7,EA
200002763,20,MZ-FG-C990,9,EA
200002763,30,MZ-TG-SR01,1,EA
200002763,40,MZ-TG-E202,10,EA
200002763,50,MZ-FG-E15,10,EA
200002763,60,MZ-FG-P010,9,EA
200002764,10,MZ-FG-E108,3,EA
200002764,20,FG226,10,EA
200002764,30,MZ-FG-E103,7,EA
200002765,10,MZ-FG-E101,7,EA
200002765,20,MZ-FG-R200,6,EA
200002766,10,MZ-TG-A26,8,EA
200002766,20,MZ-FG-C990,4,EA
200002766,30,MZ-TG-A20,8,EA
200002766,40,MZ-TG-A20,2,EA
200002766,50,MZ-FG-E101,8,EA
200002767,10,MZ-FG-M550,1,EA
200002767,20,MZ-TG-A26,6,EA
200002767,30,FG226,1,EA
200002768,10,MZ-FG-R200,8,EA
200002768,20,MZ-FG-E15,10,EA
200002768,30,MZ-TG-A20,10,EA
200002768,40,MZ-FG-C900,10,EA
200002768,50,MZ-FG-E108,7,EA
200002769,10,M1,7,EA
200002769,20,M-01,6,EA
200002769,30,FG226,6,EA
200002769,40,MZ-FG-E17,8,EA
200002770,10,MZ-FG-E16,9,EA
200002771,10,FG226,8,EA
200002771,20,MZ-TG-A27,7,EA
200002772,10,MZ-FG-M500,5,EA
200002772,20,M-01,1,EA
200002772,30,MZ-FG-E103,3,EA
200002773,10,MZ-FG-E16,4,EA
200002773,20,MZ-TG-E202,7,EA
200002773,30,MZ-FG-C950,5,EA
200002773,40,MZ-FG-C900,9,EA
200002773,50,CM-FL-V00,9,EA
200002773,60,MZ-TG-A25,4,EA
200002774,10,MZ-TG-A25,5,EA
200002774,20,MZ-FG-R200,7,EA
200002774,30,MZ-FG-R200,2,EA
200002774,40,M-01,6,EA
200002774,50,MZ-TG-A20,8,EA
200002774,60,M1,4,EA
200002775,10,MZ-FG-E108,4,EA
200002776,10,MZ-FG-R100,3,EA
200002777,10,MZ-TG-A25,7,EA
200002777,20,M-01,5,EA
200002777,30,MZ-FG-R100,2,EA
200002777,40,MZ-FG-E103,9,EA
200002778,10,FG226,9,EA
200002779,10,MZ-FG-C20,1,EA
200002779,20,MZ-FG-C21,2,EA
200002779,30,MZ-TG-Y200,3,EA
200002779,40,MZ-FG-C990,8,EA
200002779,50,MZ-FG-R200,6,EA
200002780,10,MZ-TG-E202,3,EA
200002780,20,MZ-FG-C21,9,EA
200002780,30,MZ-FG-P010,6,EA
200002780,40,MZ-TG-Y200,2,EA
200002780,50,M-01,4,EA
200002780,60,MZ-FG-C900,4,EA
200002781,10,CM-FL-V00,2,EA
200002781,20,MZ-FG-R200,2,EA
200002781,30,MZ-FG-C10,7,EA
200002782,10,MZ-FG-C21,2,EA
200002782,20,MZ-FG-E102,8,EA
200002782,30,MZ-TG-A20,5,EA
200002782,40,MZ-FG-E101,2,EA
200002782,50,CM-FL-V00,10,EA
200002783,10,MZ-FG-E17,2,EA
200002784,10,M1,4,EA
200002784,20,MZ-FG-P010,3,EA
200002784,30,MZ-FG-R200,1,EA
200002784,40,MZ-FG-C990,2,EA
200002784,50,MZ-FG-C21,9,EA
200002784,60,MZ-TG-Y200,10,EA
200002785,10,MZ-FG-R100,8,EA
200002785,20,MZ-FG-E17,10,EA
200002785,30,MZ-FG-C10,5,EA
200002785,40,MZ-FG-M550,10,EA
200002785,50,TG11,6,EA
200002786,10,MZ-FG-R200,7,EA
200002786,20,MZ-FG-M525,7,EA
200002786,30,MZ-FG-R200,2,EA
200002786,40,MZ-FG-C20,9,EA
200002786,50,MZ-FG-C20,3,EA
200002786,60,MZ-FG-R100,8,EA
200002787,10,MZ-FG-R100,1,EA
200002788,10,MZ-FG-R100,5,EA
200002788,20,M-01,7,EA
200002789,10,MZ-FG-C900,10,EA
200002789,20,MZ-FG-C950,1,EA
200002789,30,MZ-FG-C990,2,EA
200002789,40,M1,4,EA
200002789,50,MZ-FG-R200,6,EA
200002790,10,MZ-FG-C10,7,EA
200002790,20,MZ-FG-R200,3,EA
200002790,30,MZ-FG-C10,3,EA
200002790,40,MZ-FG-E16,9,EA
200002790,50,TG11,1,EA
200002791,10,MZ-FG-C950,3,EA
200002791,20,MZ-TG-A26,4,EA
200002791,30,MZ-FG-C950,10,EA
200002791,40,MZ-FG-E101,3,EA
200002792,10,MZ-FG-E16,6,EA
200002792,20,CM-FL-V00,4,EA
200002792,30,MZ-FG-R200,4,EA
200002792,40,MZ-FG-R200,5,EA
200002792,50,M-01,6,EA
200002792,60,MZ-FG-E101,7,EA
200002793,10,MZ-FG-C950,5,EA
200002793,20,CM-FL-V00,8,EA
200002793,30,CM-FL-V00,4,EA
200002793,40,MZ-FG-C990,1,EA
200002793,50,MZ-TG-A26,10,EA
200002793,60,M-01,7,EA
200002794,10,MZ-FG-C21,1,EA
200002794,20,MZ-FG-C10,3,EA
200002794,30,MZ-FG-C20,7,EA
200002794,40,MZ-FG-C900,5,EA
200002795,10,MZ-TG-Y120,3,EA
200002795,20,TG11,8,EA
200002796,10,MZ-FG-E15,10,EA
200002796,20,M1,4,EA
200002796,30,MZ-FG-R200,5,EA
200002796,40,MZ-TG-Y200,1,EA
200002796,50,M1,5,EA
200002796,60,MZ-TG-A26,9,EA
200002797,10,M-01,2,EA
200002797,20,MZ-FG-C990,8,EA
200002797,30,MZ-FG-C990,3,EA
200002798,10,M-01,2,EA
200002798,20,MZ-TG-Y120,10,EA
200002798,30,MZ-FG-R200,10,EA
200002798,40,MZ-TG-E202,6,EA
200002798,50,TG11,5,EA
200002798,60,MZ-FG-E15,5,EA
200002799,10,MZ-TG-A27,7,EA
200002799,20,MZ-TG-Y240,5,EA
200002799,30,MZ-FG-M500,9,EA
200002799,40,MZ-FG-E15,5,EA
200002799,50,MZ-FG-E102,9,EA
200002800,10,MZ-TG-A26,3,EA
200002801,10,MZ-FG-E17,3,EA
200002801,20,MZ-FG-R200,1,EA
200002801,30,MZ-TG-A27,3,EA
200002801,40,MZ-FG-R100,1,EA
200002802,10,FG226,6,EA
200002802,20,MZ-FG-C990,6,EA
200002802,30,MZ-FG-R200,5,EA
200002802,40,MZ-FG-E101,1,EA
200002802,50,MZ-TG-A26,1,EA
200002802,60,FG226,8,EA
200002803,10,MZ-TG-Y240,1,EA
200002804,10,MZ-FG-E103,8,EA
200002804,20,TG11,5,EA
200002804,30,MZ-FG-C20,7,EA
200002804,40,MZ-FG-M500,9,EA
200002805,10,MZ-FG-M525,3,EA
200002805,20,MZ-FG-E102,3,EA
200002805,30,MZ-FG-C10,7,EA
200002805,40,MZ-FG-P010,4,EA
200002805,50,CM-FL-V00,8,EA
200002806,10,MZ-FG-M500,3,EA
200002806,20,MZ-FG-E101,8,EA
200002807,10,MZ-FG-E103,3,EA
200002807,20,M-01,5,EA
200002807,30,MZ-TG-Y240,3,EA
200002807,40,FG226,4,EA
200002807,50,MZ-TG-A26,10,EA
200002807,60,MZ-FG-C950,5,EA
200002808,10,MZ-TG-A20,9,EA
200002808,20,MZ-FG-E15,6,EA
200002808,30,MZ-FG-E103,8,EA
200002809,10,MZ-TG-SR01,4,EA
200002809,20,MZ-TG-A20,9,EA
200002809,30,MZ-FG-R100,4,EA
200002810,10,MZ-TG-Y120,9,EA
200002811,10,MZ-FG-C20,10,EA
200002811,20,FG226,10,EA
200002811,30,MZ-FG-E15,4,EA
200002811,40,MZ-TG-E202,9,EA
200002812,10,MZ-FG-M525,4,EA
200002812,20,MZ-TG-A26,2,EA
200002812,30,MZ-FG-R200,2,EA
200002812,40,MZ-TG-A20,10,EA
200002812,50,MZ-FG-E101,5,EA
200002812,60,MZ-TG-SR01,7,EA
200002813,10,MZ-FG-R300,5,EA
200002813,20,MZ-FG-C21,10,EA
200002813,30,MZ-TG-SR01,4,EA
200002813,40,M1,10,EA
200002813,50,MZ-FG-R100,7,EA
200002813,60,MZ-FG-R300,9,EA
200002814,10,MZ-FG-P010,3,EA
200002814,20,MZ-FG-C10,3,EA
200002814,30,MZ-FG-C20,2,EA
200002814,40,MZ-FG-E17,2,EA
200002815,10,MZ-FG-E102,2,EA
200002815,20,MZ-FG-E108,8,EA
200002816,10,MZ-FG-C900,3,EA
200002816,20,MZ-FG-C900,8,EA
200002816,30,MZ-FG-R200,5,EA
200002816,40,MZ-FG-E17,7,EA
200002816,50,MZ-TG-A20,6,EA
200002816,60,MZ-FG-C10,1,EA
200002817,10,MZ-FG-R300,2,EA
200002817,20,FG226,2,EA
200002817,30,MZ-TG-A26,2,EA
200002817,40,MZ-FG-C20,4,EA
200002817,50,MZ-TG-A20,5,EA
200002818,10,MZ-FG-C990,6,EA
200002818,20,M1,5,EA
200002818,30,MZ-FG-C20,10,EA
200002818,40,MZ-TG-Y120,3,EA
200002819,10,MZ-FG-C900,5,EA
200002820,10,MZ-TG-Y120,6,EA
200002820,20,MZ-FG-E16,6,EA
200002821,10,MZ-TG-A27,3,EA
200002821,20,MZ-FG-C950,5,EA
200002822,10,MZ-FG-E108,7,EA
200002822,20,MZ-TG-Y120,4,EA
200002822,30,MZ-FG-C20,2,EA
200002822,40,MZ-TG-A20,5,EA
200002823,10,MZ-FG-C900,5,EA
200002823,20,MZ-TG-Y120,2,EA
200002824,10,MZ-FG-E17,10,EA
200002824,20,MZ-FG-M500,7,EA
200002824,30,MZ-TG-A20,2,EA
200002824,40,MZ-FG-C950,7,EA
200002824,50,M-01,6,EA
200002825,10,MZ-FG-R100,3,EA
200002825,20,MZ-TG-SR01,7,EA
200002825,30,MZ-TG-SR01,4,EA
200002825,40,MZ-TG-A20,5,EA
200002826,10,MZ-TG-Y200,6,EA
200002826,20,MZ-FG-C20,6,EA
200002826,30,MZ-TG-A20,1,EA
200002826,40,MZ-FG-C990,8,EA
200002826,50,MZ-TG-A26,10,EA
200002827,10,MZ-TG-SR01,2,EA
200002827,20,MZ-FG-E17,7,EA
200002827,30,MZ-FG-E103,5,EA
200002827,40,MZ-TG-SR01,8,EA
200002827,50,MZ-FG-R100,3,EA
200002828,10,MZ-TG-Y200,2,EA
200002828,20,MZ-TG-Y240,8,EA
200002828,30,MZ-FG-E103,5,EA
200002829,10,MZ-FG-R200,9,EA
200002829,20,MZ-FG-C21,3,EA
200002830,10,MZ-TG-A25,6,EA
200002831,10,MZ-FG-E103,3,EA
200002831,20,MZ-TG-A20,1,EA
200002831,30,MZ-FG-C900,3,EA
200002831,40,MZ-TG-A26,2,EA
200002832,10,MZ-FG-C950,5,EA
200002832,20,MZ-FG-E108,5,EA
200002832,30,MZ-TG-A20,1,EA
200002832,40,MZ-TG-SR01,5,EA
200002832,50,MZ-FG-E16,6,EA
